annee_de_deces;region_de_domicile;classe_d_age_de_10_ans;sexe;cause_initiale_de_deces;effectif_de_deces
2021;53;65-74;Femmes;8.2 Pneumonie;22
2022;53;65-74;Femmes;8.2 Pneumonie;19
2019;75;65-74;Femmes;8.2 Pneumonie;35
2020;75;65-74;Femmes;8.2 Pneumonie;22
2021;75;65-74;Femmes;8.2 Pneumonie;18
2022;75;65-74;Femmes;8.2 Pneumonie;44
2019;76;65-74;Femmes;8.2 Pneumonie;31
2020;76;65-74;Femmes;8.2 Pneumonie;34
2021;76;65-74;Femmes;8.2 Pneumonie;21
2022;76;65-74;Femmes;8.2 Pneumonie;36
2019;84;65-74;Femmes;8.2 Pneumonie;34
2020;84;65-74;Femmes;8.2 Pneumonie;21
2021;84;65-74;Femmes;8.2 Pneumonie;27
2022;84;65-74;Femmes;8.2 Pneumonie;31
2019;93;65-74;Femmes;8.2 Pneumonie;34
2020;93;65-74;Femmes;8.2 Pneumonie;24
2021;93;65-74;Femmes;8.2 Pneumonie;17
2022;93;65-74;Femmes;8.2 Pneumonie;40
2019;94;65-74;Femmes;8.2 Pneumonie;0
2020;94;65-74;Femmes;8.2 Pneumonie;1
2021;94;65-74;Femmes;8.2 Pneumonie;0
2022;94;65-74;Femmes;8.2 Pneumonie;1
2019;1;75-84;Femmes;8.2 Pneumonie;6
2020;1;75-84;Femmes;8.2 Pneumonie;3
2021;1;75-84;Femmes;8.2 Pneumonie;7
2022;1;75-84;Femmes;8.2 Pneumonie;6
2019;2;75-84;Femmes;8.2 Pneumonie;10
2020;2;75-84;Femmes;8.2 Pneumonie;6
2021;2;75-84;Femmes;8.2 Pneumonie;6
2022;2;75-84;Femmes;8.2 Pneumonie;11
2019;3;75-84;Femmes;8.2 Pneumonie;1
2020;3;75-84;Femmes;8.2 Pneumonie;0
2021;3;75-84;Femmes;8.2 Pneumonie;1
2022;3;75-84;Femmes;8.2 Pneumonie;2
2019;4;75-84;Femmes;8.2 Pneumonie;10
2020;4;75-84;Femmes;8.2 Pneumonie;10
2021;4;75-84;Femmes;8.2 Pneumonie;11
2022;4;75-84;Femmes;8.2 Pneumonie;13
2019;6;75-84;Femmes;8.2 Pneumonie;0
2020;6;75-84;Femmes;8.2 Pneumonie;0
2021;6;75-84;Femmes;8.2 Pneumonie;3
2022;6;75-84;Femmes;8.2 Pneumonie;3
2019;11;75-84;Femmes;8.2 Pneumonie;147
2020;11;75-84;Femmes;8.2 Pneumonie;122
2021;11;75-84;Femmes;8.2 Pneumonie;114
2022;11;75-84;Femmes;8.2 Pneumonie;138
2019;24;75-84;Femmes;8.2 Pneumonie;44
2020;24;75-84;Femmes;8.2 Pneumonie;39
2021;24;75-84;Femmes;8.2 Pneumonie;38
2022;24;75-84;Femmes;8.2 Pneumonie;33
2019;27;75-84;Femmes;8.2 Pneumonie;58
2020;27;75-84;Femmes;8.2 Pneumonie;30
2021;27;75-84;Femmes;8.2 Pneumonie;22
2022;27;75-84;Femmes;8.2 Pneumonie;64
2019;28;75-84;Femmes;8.2 Pneumonie;62
2020;28;75-84;Femmes;8.2 Pneumonie;54
2021;28;75-84;Femmes;8.2 Pneumonie;38
2022;28;75-84;Femmes;8.2 Pneumonie;60
2019;32;75-84;Femmes;8.2 Pneumonie;118
2020;32;75-84;Femmes;8.2 Pneumonie;101
2021;32;75-84;Femmes;8.2 Pneumonie;79
2022;32;75-84;Femmes;8.2 Pneumonie;120
2019;44;75-84;Femmes;8.2 Pneumonie;122
2020;44;75-84;Femmes;8.2 Pneumonie;105
2021;44;75-84;Femmes;8.2 Pneumonie;84
2022;44;75-84;Femmes;8.2 Pneumonie;109
2019;52;75-84;Femmes;8.2 Pneumonie;60
2020;52;75-84;Femmes;8.2 Pneumonie;46
2021;52;75-84;Femmes;8.2 Pneumonie;40
2022;52;75-84;Femmes;8.2 Pneumonie;53
2019;53;75-84;Femmes;8.2 Pneumonie;74
2020;53;75-84;Femmes;8.2 Pneumonie;53
2021;53;75-84;Femmes;8.2 Pneumonie;39
2022;53;75-84;Femmes;8.2 Pneumonie;72
2019;75;75-84;Femmes;8.2 Pneumonie;127
2020;75;75-84;Femmes;8.2 Pneumonie;100
2021;75;75-84;Femmes;8.2 Pneumonie;88
2022;75;75-84;Femmes;8.2 Pneumonie;115
2019;76;75-84;Femmes;8.2 Pneumonie;96
2020;76;75-84;Femmes;8.2 Pneumonie;89
2021;76;75-84;Femmes;8.2 Pneumonie;80
2022;76;75-84;Femmes;8.2 Pneumonie;86
2019;84;75-84;Femmes;8.2 Pneumonie;117
2020;84;75-84;Femmes;8.2 Pneumonie;102
2021;84;75-84;Femmes;8.2 Pneumonie;73
2022;84;75-84;Femmes;8.2 Pneumonie;132
2019;93;75-84;Femmes;8.2 Pneumonie;105
2020;93;75-84;Femmes;8.2 Pneumonie;84
2021;93;75-84;Femmes;8.2 Pneumonie;75
2022;93;75-84;Femmes;8.2 Pneumonie;99
2019;94;75-84;Femmes;8.2 Pneumonie;7
2020;94;75-84;Femmes;8.2 Pneumonie;7
2021;94;75-84;Femmes;8.2 Pneumonie;1
2022;94;75-84;Femmes;8.2 Pneumonie;6
2019;1;85-94;Femmes;8.2 Pneumonie;8
2020;1;85-94;Femmes;8.2 Pneumonie;13
2021;1;85-94;Femmes;8.2 Pneumonie;17
2022;1;85-94;Femmes;8.2 Pneumonie;11
2019;2;85-94;Femmes;8.2 Pneumonie;15
2020;2;85-94;Femmes;8.2 Pneumonie;12
2021;2;85-94;Femmes;8.2 Pneumonie;7
2022;2;85-94;Femmes;8.2 Pneumonie;10
2019;3;85-94;Femmes;8.2 Pneumonie;3
2020;3;85-94;Femmes;8.2 Pneumonie;0
2021;3;85-94;Femmes;8.2 Pneumonie;5
2022;3;85-94;Femmes;8.2 Pneumonie;1
2019;4;85-94;Femmes;8.2 Pneumonie;15
2020;4;85-94;Femmes;8.2 Pneumonie;10
2021;4;85-94;Femmes;8.2 Pneumonie;15
2022;4;85-94;Femmes;8.2 Pneumonie;26
2019;6;85-94;Femmes;8.2 Pneumonie;1
2020;6;85-94;Femmes;8.2 Pneumonie;0
2021;6;85-94;Femmes;8.2 Pneumonie;1
2022;6;85-94;Femmes;8.2 Pneumonie;1
2019;11;85-94;Femmes;8.2 Pneumonie;435
2020;11;85-94;Femmes;8.2 Pneumonie;358
2021;11;85-94;Femmes;8.2 Pneumonie;363
2022;11;85-94;Femmes;8.2 Pneumonie;448
2019;24;85-94;Femmes;8.2 Pneumonie;167
2020;24;85-94;Femmes;8.2 Pneumonie;108
2021;24;85-94;Femmes;8.2 Pneumonie;126
2022;24;85-94;Femmes;8.2 Pneumonie;147
2019;27;85-94;Femmes;8.2 Pneumonie;186
2020;27;85-94;Femmes;8.2 Pneumonie;129
2021;27;85-94;Femmes;8.2 Pneumonie;110
2022;27;85-94;Femmes;8.2 Pneumonie;150
2019;28;85-94;Femmes;8.2 Pneumonie;243
2020;28;85-94;Femmes;8.2 Pneumonie;182
2021;28;85-94;Femmes;8.2 Pneumonie;139
2022;28;85-94;Femmes;8.2 Pneumonie;228
2019;32;85-94;Femmes;8.2 Pneumonie;432
2020;32;85-94;Femmes;8.2 Pneumonie;276
2021;32;85-94;Femmes;8.2 Pneumonie;234
2022;32;85-94;Femmes;8.2 Pneumonie;395
2019;44;85-94;Femmes;8.2 Pneumonie;385
2020;44;85-94;Femmes;8.2 Pneumonie;313
2021;44;85-94;Femmes;8.2 Pneumonie;257
2022;44;85-94;Femmes;8.2 Pneumonie;333
2019;52;85-94;Femmes;8.2 Pneumonie;264
2020;52;85-94;Femmes;8.2 Pneumonie;198
2021;52;85-94;Femmes;8.2 Pneumonie;161
2022;52;85-94;Femmes;8.2 Pneumonie;195
2019;53;85-94;Femmes;8.2 Pneumonie;269
2020;53;85-94;Femmes;8.2 Pneumonie;215
2021;53;85-94;Femmes;8.2 Pneumonie;158
2022;53;85-94;Femmes;8.2 Pneumonie;269
2019;75;85-94;Femmes;8.2 Pneumonie;449
2020;75;85-94;Femmes;8.2 Pneumonie;378
2021;75;85-94;Femmes;8.2 Pneumonie;310
2022;75;85-94;Femmes;8.2 Pneumonie;391
2019;76;85-94;Femmes;8.2 Pneumonie;425
2020;76;85-94;Femmes;8.2 Pneumonie;285
2021;76;85-94;Femmes;8.2 Pneumonie;288
2022;76;85-94;Femmes;8.2 Pneumonie;374
2019;84;85-94;Femmes;8.2 Pneumonie;483
2020;84;85-94;Femmes;8.2 Pneumonie;360
2021;84;85-94;Femmes;8.2 Pneumonie;336
2022;84;85-94;Femmes;8.2 Pneumonie;428
2019;93;85-94;Femmes;8.2 Pneumonie;381
2020;93;85-94;Femmes;8.2 Pneumonie;243
2021;93;85-94;Femmes;8.2 Pneumonie;216
2022;93;85-94;Femmes;8.2 Pneumonie;309
2019;94;85-94;Femmes;8.2 Pneumonie;18
2020;94;85-94;Femmes;8.2 Pneumonie;11
2021;94;85-94;Femmes;8.2 Pneumonie;10
2022;94;85-94;Femmes;8.2 Pneumonie;21
2019;1;95p;Femmes;8.2 Pneumonie;10
2020;1;95p;Femmes;8.2 Pneumonie;7
2021;1;95p;Femmes;8.2 Pneumonie;4
2022;1;95p;Femmes;8.2 Pneumonie;8
2019;2;95p;Femmes;8.2 Pneumonie;6
2020;2;95p;Femmes;8.2 Pneumonie;7
2021;2;95p;Femmes;8.2 Pneumonie;8
2022;2;95p;Femmes;8.2 Pneumonie;9
2019;3;95p;Femmes;8.2 Pneumonie;2
2020;3;95p;Femmes;8.2 Pneumonie;0
2021;3;95p;Femmes;8.2 Pneumonie;0
2022;3;95p;Femmes;8.2 Pneumonie;1
2019;4;95p;Femmes;8.2 Pneumonie;9
2020;4;95p;Femmes;8.2 Pneumonie;7
2021;4;95p;Femmes;8.2 Pneumonie;7
2022;4;95p;Femmes;8.2 Pneumonie;8
2019;6;95p;Femmes;8.2 Pneumonie;0
2020;6;95p;Femmes;8.2 Pneumonie;0
2021;6;95p;Femmes;8.2 Pneumonie;0
2022;6;95p;Femmes;8.2 Pneumonie;0
2019;11;95p;Femmes;8.2 Pneumonie;262
2020;11;95p;Femmes;8.2 Pneumonie;176
2021;11;95p;Femmes;8.2 Pneumonie;170
2022;11;95p;Femmes;8.2 Pneumonie;225
2019;24;95p;Femmes;8.2 Pneumonie;85
2020;24;95p;Femmes;8.2 Pneumonie;64
2021;24;95p;Femmes;8.2 Pneumonie;46
2022;24;95p;Femmes;8.2 Pneumonie;73
2019;27;95p;Femmes;8.2 Pneumonie;107
2020;27;95p;Femmes;8.2 Pneumonie;66
2021;27;95p;Femmes;8.2 Pneumonie;54
2022;27;95p;Femmes;8.2 Pneumonie;86
2019;28;95p;Femmes;8.2 Pneumonie;110
2020;28;95p;Femmes;8.2 Pneumonie;75
2021;28;95p;Femmes;8.2 Pneumonie;71
2022;28;95p;Femmes;8.2 Pneumonie;98
2019;32;95p;Femmes;8.2 Pneumonie;124
2020;32;95p;Femmes;8.2 Pneumonie;109
2021;32;95p;Femmes;8.2 Pneumonie;98
2022;32;95p;Femmes;8.2 Pneumonie;142
2019;44;95p;Femmes;8.2 Pneumonie;168
2020;44;95p;Femmes;8.2 Pneumonie;101
2021;44;95p;Femmes;8.2 Pneumonie;88
2022;44;95p;Femmes;8.2 Pneumonie;127
2019;52;95p;Femmes;8.2 Pneumonie;131
2020;52;95p;Femmes;8.2 Pneumonie;89
2021;52;95p;Femmes;8.2 Pneumonie;62
2022;52;95p;Femmes;8.2 Pneumonie;106
2019;53;95p;Femmes;8.2 Pneumonie;131
2020;53;95p;Femmes;8.2 Pneumonie;92
2021;53;95p;Femmes;8.2 Pneumonie;78
2022;53;95p;Femmes;8.2 Pneumonie;85
2019;75;95p;Femmes;8.2 Pneumonie;221
2020;75;95p;Femmes;8.2 Pneumonie;167
2021;75;95p;Femmes;8.2 Pneumonie;151
2022;75;95p;Femmes;8.2 Pneumonie;223
2019;76;95p;Femmes;8.2 Pneumonie;228
2020;76;95p;Femmes;8.2 Pneumonie;139
2021;76;95p;Femmes;8.2 Pneumonie;107
2022;76;95p;Femmes;8.2 Pneumonie;188
2019;84;95p;Femmes;8.2 Pneumonie;226
2020;84;95p;Femmes;8.2 Pneumonie;163
2021;84;95p;Femmes;8.2 Pneumonie;170
2022;84;95p;Femmes;8.2 Pneumonie;200
2019;93;95p;Femmes;8.2 Pneumonie;188
2020;93;95p;Femmes;8.2 Pneumonie;124
2021;93;95p;Femmes;8.2 Pneumonie;102
2022;93;95p;Femmes;8.2 Pneumonie;157
2019;94;95p;Femmes;8.2 Pneumonie;7
2020;94;95p;Femmes;8.2 Pneumonie;7
2021;94;95p;Femmes;8.2 Pneumonie;8
2022;94;95p;Femmes;8.2 Pneumonie;10
2019;1;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2020;1;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;1;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;1;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;2;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;2;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;2;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;2;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;3;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;3;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;3;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;3;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;4;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2020;4;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;4;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2022;4;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;6;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;6;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;6;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;6;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;11;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;4
2020;11;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2021;11;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;5
2022;11;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2019;24;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;24;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2021;24;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2022;24;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;27;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2020;27;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2021;27;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2022;27;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;28;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;28;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2021;28;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2022;28;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2019;32;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;5
2020;32;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2021;32;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;6
2022;32;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;7
2019;44;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;4
2020;44;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2021;44;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2022;44;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2019;52;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2020;52;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;52;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2022;52;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2019;53;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2020;53;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2021;53;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;53;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2019;75;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2020;75;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;4
2021;75;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2022;75;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;4
2019;76;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2020;76;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;76;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2022;76;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2019;84;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2020;84;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2021;84;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;84;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2019;93;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2020;93;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2021;93;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2022;93;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;94;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;94;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;94;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;94;35-44;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;1;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2020;1;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;1;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2022;1;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;2;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;2;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2021;2;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2022;2;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;3;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;3;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2021;3;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;3;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;4;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2020;4;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;4;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2022;4;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;6;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2020;6;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2021;6;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2022;6;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2019;11;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;17
2020;11;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;16
2021;11;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;15
2022;11;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;15
2019;24;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2020;24;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2021;24;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;5
2022;24;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;5
2019;27;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;4
2020;27;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2021;27;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2022;27;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2019;28;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;9
2020;28;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;7
2021;28;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;5
2022;28;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;9
2019;32;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;15
2020;32;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;12
2021;32;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;16
2022;32;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;18
2019;44;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;21
2020;44;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;12
2021;44;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;16
2022;44;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;18
2019;52;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;7
2020;52;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2021;52;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;6
2022;52;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;4
2019;53;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;3
2020;53;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;11
2021;53;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;4
2022;53;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;6
2019;75;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;12
2020;75;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;14
2021;75;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;10
2022;75;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;8
2019;76;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;8
2020;76;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;6
2021;76;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;10
2022;76;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;11
2019;84;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;11
2020;84;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;9
2021;84;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;10
2022;84;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;12
2019;93;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;9
2020;93;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;11
2021;93;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;9
2022;93;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;10
2019;94;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;94;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;94;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2022;94;45-54;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2019;1;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2020;1;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2021;1;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2022;1;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2019;2;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2020;2;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;2;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2022;2;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2019;3;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;3;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2021;3;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;2
2022;3;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2019;4;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;8
2020;4;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;11
2021;4;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;9
2022;4;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;6
2019;6;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2020;6;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;0
2021;6;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2022;6;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;1
2019;11;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;65
2020;11;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;49
2021;11;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;56
2022;11;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;78
2019;24;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;17
2020;24;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;19
2021;24;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;23
2022;24;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;20
2019;27;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;22
2020;27;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;24
2021;27;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;23
2022;27;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;25
2019;28;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;37
2020;28;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;29
2021;28;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;34
2022;28;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;37
2019;32;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;85
2020;32;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;58
2021;32;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;83
2022;32;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;97
2019;44;55-64;Hommes;8.3 Maladies chroniques des voies respiratoires inférieures;71
